Kecamatan,Tahun,Total_Populasi,Total_Warga_Rentan,Total_Bantuan_PIP,Total_Pra_Sekolah,SD,Rasio_Warga_Rentan,Status_Resiko
REGOL,2020,82544,17920.0,1995.0,0.0,23.0,21.709633649932158,Rendah
RANCASARI,2025,92756,22980.0,554.0,39.0,9.0,24.774677648885245,Sedang
ARCAMANIK,2015,67122,19112.0,3701.0,0.0,15.0,28.473525818658562,Tinggi
ARCAMANIK,2025,80534,21347.0,1000.0,61.0,22.0,26.506816996548043,Sedang
ANDIR,2015,98990,28725.0,3239.0,0.0,23.0,29.018082634609556,Tinggi
ASTANAANYAR,2018,72649,20047.0,2652.0,4.0,15.0,27.59432339054908,Tinggi
RANCASARI,2022,88755,24960.0,1457.0,31.0,8.0,28.1223593037012,Tinggi
BABAKAN CIPARAY,2016,136771,36346.0,3702.0,0.0,17.0,26.57434690102434,Sedang
PANYILEUKAN,2019,36925,9754.0,662.0,8.0,8.0,26.41570751523358,Sedang
CIBEUNYING KIDUL,2022,115313,31826.0,4251.0,60.0,15.0,27.5996635244942,Tinggi
CICENDO,2023,95637,24419.0,3870.0,43.0,26.0,25.53300500852181,Sedang
BANDUNG KIDUL,2024,62952,15736.0,845.0,27.0,9.0,24.996822976235862,Sedang
SUMUR BANDUNG,2015,33173,6689.0,1504.0,0.0,13.0,20.163988786060955,Rendah
CICENDO,2015,90516,25557.0,5555.0,0.0,29.0,28.234787219939015,Tinggi
RANCASARI,2022,87833,21418.0,1436.0,35.0,9.0,24.38491227670693,Sedang
REGOL,2017,83826,20396.0,2560.0,0.0,20.0,24.331353040822655,Sedang
BABAKAN CIPARAY,2019,140507,39194.0,3311.0,14.0,18.0,27.894695637939748,Tinggi
UJUNG BERUNG,2023,91009,25448.0,1648.0,58.0,10.0,27.96206968541573,Tinggi
ASTANAANYAR,2018,71402,19935.0,3063.0,4.0,15.0,27.919386011596316,Tinggi
UJUNG BERUNG,2024,91702,27126.0,1761.0,52.0,9.0,29.580598024034373,Tinggi
GEDEBAGE,2016,35805,12615.0,1069.0,0.0,5.0,35.23250942605781,Tinggi
CIBIRU,2022,76625,20519.0,3483.0,45.0,14.0,26.778466557911905,Sedang
COBLONG,2025,114203,29093.0,3167.0,51.0,23.0,25.474812395471226,Sedang
CIBEUNYING KALER,2019,68856,16757.0,1488.0,12.0,11.0,24.336296038108514,Sedang
ANDIR,2023,103683,25680.0,3014.0,37.0,25.0,24.76780185758514,Sedang
REGOL,2016,76720,20408.0,2725.0,0.0,23.0,26.600625651720545,Sedang
CIBIRU,2017,70175,19531.0,2785.0,0.0,12.0,27.83184894905593,Tinggi
BUAHBATU,2024,105547,27182.0,664.0,51.0,13.0,25.753455806417996,Sedang
BATUNUNGGAL,2025,127902,32077.0,2838.0,48.0,14.0,25.07935763318791,Sedang
BOJONGLOA KALER,2025,129761,35081.0,1100.0,36.0,11.0,27.035087584096917,Tinggi
PANYILEUKAN,2018,37527,11137.0,638.0,3.0,8.0,29.677299011378473,Tinggi
SUKAJADI,2022,103545,25867.0,3802.0,27.0,22.0,24.98140904920566,Sedang
LENGKONG,2018,73524,15402.0,2134.0,4.0,23.0,20.948261792067896,Rendah
BATUNUNGGAL,2020,116469,30111.0,1791.0,0.0,15.0,25.853231331942407,Sedang
CIBEUNYING KIDUL,2024,110579,29309.0,3889.0,72.0,14.0,26.5050326011268,Sedang
KIARACONDONG,2023,128002,39100.0,1669.0,60.0,16.0,30.54639771253574,Tinggi
GEDEBAGE,2015,35690,12474.0,1226.0,0.0,5.0,34.95096665732698,Tinggi
BOJONGLOA KALER,2025,133138,32765.0,1105.0,36.0,12.0,24.60980336192522,Sedang
BUAHBATU,2017,98698,27597.0,3678.0,0.0,13.0,27.961052908873533,Tinggi
BATUNUNGGAL,2023,127377,30261.0,2823.0,41.0,16.0,23.757036199627876,Rendah
CINAMBO,2019,24442,6864.0,910.0,3.0,1.0,28.082808280828083,Tinggi
COBLONG,2024,119231,29138.0,3141.0,51.0,20.0,24.43827528075752,Sedang
SUKAJADI,2019,106203,27309.0,2430.0,7.0,22.0,25.713962882404452,Sedang
CIBIRU,2025,78372,22229.0,807.0,53.0,14.0,28.36344612871944,Tinggi
BATUNUNGGAL,2025,117773,28175.0,2495.0,44.0,14.0,23.923140278332045,Rendah
SUKAJADI,2018,104827,28474.0,2024.0,1.0,20.0,27.162849265933396,Tinggi
ANDIR,2024,94861,23934.0,1533.0,35.0,24.0,25.230600562928917,Sedang
MANDALAJATI,2025,79329,23525.0,1029.0,39.0,15.0,29.654981154432807,Tinggi
CIBIRU,2022,73408,22218.0,3558.0,35.0,15.0,30.266455972101134,Tinggi
PANYILEUKAN,2016,36331,10416.0,551.0,0.0,7.0,28.669731083647576,Tinggi
RANCASARI,2015,80683,19033.0,1589.0,0.0,6.0,23.58985164160976,Rendah
REGOL,2024,84914,19304.0,1230.0,38.0,21.0,22.733589278564196,Rendah
UJUNG BERUNG,2023,88986,24555.0,1835.0,58.0,10.0,27.594228305576156,Tinggi
UJUNG BERUNG,2022,93185,27527.0,2899.0,44.0,8.0,29.540162043247303,Tinggi
ASTANAANYAR,2019,74309,21096.0,2819.0,7.0,16.0,28.389562502523248,Tinggi
BATUNUNGGAL,2025,117833,29147.0,2729.0,51.0,15.0,24.73585498120221,Sedang
CICENDO,2024,98163,24613.0,3994.0,41.0,27.0,25.073602070026386,Sedang
UJUNG BERUNG,2023,87587,24581.0,1571.0,53.0,9.0,28.064667130966924,Tinggi
REGOL,2020,78584,19249.0,2036.0,0.0,20.0,24.494808103430724,Sedang
ASTANAANYAR,2022,73505,19161.0,1692.0,23.0,15.0,26.067614447996736,Sedang
SUKAJADI,2024,109302,26412.0,2744.0,37.0,19.0,24.16424219135972,Sedang
SUKASARI,2016,75655,20298.0,1840.0,0.0,21.0,26.82968739673518,Sedang
CIDADAP,2024,54988,13850.0,1748.0,27.0,14.0,25.187313595693606,Sedang
ASTANAANYAR,2018,76298,18938.0,3006.0,4.0,15.0,24.82109622794831,Sedang
SUKASARI,2016,74159,19152.0,1873.0,0.0,24.0,25.8255909599644,Sedang
LENGKONG,2017,68326,16516.0,2570.0,0.0,20.0,24.172350203436466,Sedang
BANDUNG KULON,2023,144136,39890.0,3742.0,50.0,26.0,27.675251151690073,Tinggi
ANTAPANI,2018,80525,20507.0,2050.0,0.0,13.0,25.466625271654763,Sedang
ANDIR,2016,103783,28434.0,3369.0,0.0,23.0,27.3975506585857,Tinggi
ASTANAANYAR,2017,75672,20469.0,2886.0,2.0,14.0,27.049635267998735,Tinggi
ASTANAANYAR,2022,71985,19215.0,1550.0,19.0,15.0,26.69306105438633,Sedang
CIDADAP,2023,56425,14842.0,1865.0,30.0,16.0,26.303943287549846,Sedang
REGOL,2025,79611,18828.0,1235.0,44.0,22.0,23.649998115838265,Rendah
RANCASARI,2025,90681,22016.0,591.0,46.0,10.0,24.278514793617187,Sedang
ANTAPANI,2023,77571,19340.0,1561.0,37.0,14.0,24.931997782676515,Sedang
COBLONG,2021,119281,28733.0,2956.0,64.0,21.0,24.08849691065635,Sedang
RANCASARI,2021,86613,22483.0,981.0,47.0,9.0,25.957997067414823,Sedang
BANDUNG WETAN,2019,29575,6397.0,1080.0,4.0,16.0,21.62975486052409,Rendah
UJUNG BERUNG,2021,85405,24172.0,1587.0,63.0,8.0,28.30279257654704,Tinggi
CICENDO,2021,98832,23001.0,4203.0,34.0,26.0,23.272826614861582,Rendah
BANDUNG KULON,2019,126414,39029.0,1501.0,16.0,27.0,30.87395383422722,Tinggi
CIDADAP,2016,52140,14002.0,624.0,0.0,14.0,26.854622171077867,Sedang
LENGKONG,2022,71262,18590.0,1924.0,30.0,22.0,26.08683449804945,Sedang
MANDALAJATI,2024,76134,22491.0,1160.0,34.0,14.0,29.541335014579555,Tinggi
ANTAPANI,2021,81111,20621.0,1686.0,38.0,14.0,25.42318551121303,Sedang
KIARACONDONG,2017,124559,33397.0,1246.0,0.0,15.0,26.812193418380044,Sedang
CINAMBO,2015,23272,6906.0,1244.0,0.0,1.0,29.675146098315576,Tinggi
CIBIRU,2025,80439,22338.0,915.0,55.0,16.0,27.770111513072017,Tinggi
ANDIR,2021,101906,26052.0,2362.0,36.0,23.0,25.564736129374126,Sedang
RANCASARI,2024,89082,24676.0,588.0,44.0,9.0,27.700321052513416,Tinggi
CICENDO,2019,92212,22040.0,4924.0,11.0,25.0,23.901444497462368,Rendah
CIBEUNYING KIDUL,2021,112856,29589.0,2015.0,65.0,15.0,26.218366768271075,Sedang
ASTANAANYAR,2025,71989,16673.0,1251.0,17.0,15.0,23.160482851546764,Rendah
BOJONGLOA KALER,2024,128671,32722.0,985.0,32.0,11.0,25.430749741589015,Sedang
ASTANAANYAR,2023,75247,18148.0,3871.0,25.0,15.0,24.11790503275878,Sedang
COBLONG,2025,123983,29845.0,2940.0,51.0,20.0,24.07184855988321,Sedang
CICENDO,2017,93526,22644.0,4728.0,0.0,24.0,24.21144922267605,Sedang
BUAHBATU,2016,95461,25792.0,3695.0,0.0,11.0,27.018363520181016,Tinggi
REGOL,2018,82727,21300.0,2347.0,4.0,20.0,25.747337628585587,Sedang
SUMUR BANDUNG,2018,35492,7619.0,1214.0,1.0,14.0,21.466809421841543,Rendah
CIDADAP,2022,55690,13684.0,2370.0,30.0,13.0,24.57173639791704,Sedang
SUMUR BANDUNG,2023,41233,9445.0,681.0,20.0,15.0,22.906409914388963,Rendah
BANDUNG KIDUL,2025,64395,15102.0,833.0,30.0,9.0,23.45213137665968,Rendah
ANDIR,2020,98854,26747.0,2464.0,0.0,21.0,27.05707406882878,Tinggi
CIBEUNYING KIDUL,2015,111971,29969.0,562.0,0.0,15.0,26.764965928677963,Sedang
PANYILEUKAN,2021,39662,10216.0,630.0,29.0,8.0,25.75765216075841,Sedang
ANDIR,2021,100190,27298.0,2406.0,45.0,22.0,27.246232158898092,Tinggi
CIBEUNYING KALER,2020,70852,16915.0,1306.0,0.0,10.0,23.873708575622423,Rendah
BANDUNG WETAN,2023,29558,7184.0,1293.0,20.0,15.0,24.304756749441776,Sedang
ARCAMANIK,2018,70988,19659.0,3140.0,5.0,18.0,27.6934129712064,Tinggi
MANDALAJATI,2017,68488,20313.0,1591.0,0.0,13.0,29.65921037262002,Tinggi
BOJONGLOA KIDUL,2015,80529,22845.0,1049.0,0.0,13.0,28.368662221063218,Tinggi
ANTAPANI,2022,76814,19627.0,2800.0,35.0,15.0,25.551331788476062,Sedang
RANCASARI,2023,86920,22607.0,2267.0,37.0,8.0,26.008973768982973,Sedang
CIBIRU,2016,68044,18992.0,2681.0,0.0,12.0,27.911351478455117,Tinggi
ANDIR,2023,103102,24862.0,3221.0,42.0,21.0,24.113984209811644,Sedang
GEDEBAGE,2015,36051,11367.0,1227.0,0.0,5.0,31.530332029624695,Tinggi
CIBIRU,2025,78942,21621.0,834.0,45.0,16.0,27.38846241544425,Tinggi
LENGKONG,2018,71942,15218.0,2296.0,4.0,22.0,21.153151149537127,Rendah
CIBIRU,2025,76035,22553.0,848.0,48.0,17.0,29.66134017228908,Tinggi
SUKASARI,2020,79703,20304.0,1658.0,0.0,22.0,25.47457435730148,Sedang
PANYILEUKAN,2019,38523,10312.0,599.0,8.0,7.0,26.76842405835475,Sedang
CICENDO,2019,98448,22591.0,4518.0,11.0,30.0,22.94713960669592,Rendah
MANDALAJATI,2024,74160,23082.0,1081.0,32.0,12.0,31.124595469255663,Tinggi
ASTANAANYAR,2016,71884,20453.0,3368.0,0.0,15.0,28.452785042568586,Tinggi
RANCASARI,2023,89172,24556.0,1991.0,47.0,8.0,27.53779213205939,Tinggi
CIBEUNYING KALER,2021,67294,16541.0,1304.0,36.0,9.0,24.580200315035516,Sedang
CINAMBO,2025,27292,7327.0,151.0,21.0,3.0,26.846695002198445,Sedang
BATUNUNGGAL,2019,122091,32062.0,1552.0,9.0,17.0,26.260739939880906,Sedang
CICENDO,2023,98765,23778.0,3794.0,48.0,25.0,24.075330329570193,Sedang
ARCAMANIK,2018,72406,21175.0,2818.0,5.0,18.0,29.24481396569345,Tinggi
PANYILEUKAN,2019,38317,10815.0,675.0,8.0,7.0,28.225069812354832,Tinggi
LENGKONG,2019,71867,17464.0,2083.0,11.0,21.0,24.300443875492228,Sedang
BUAHBATU,2015,95907,25482.0,3811.0,0.0,14.0,26.569489192655382,Sedang
ARCAMANIK,2025,84621,21231.0,1045.0,56.0,19.0,25.089516786613252,Sedang
CINAMBO,2016,23282,6862.0,1179.0,0.0,1.0,29.4734129370329,Tinggi
BOJONGLOA KIDUL,2019,84625,24014.0,1023.0,6.0,13.0,28.376957163958643,Tinggi
BUAHBATU,2017,97270,25789.0,3329.0,0.0,13.0,26.512799424282925,Sedang
MANDALAJATI,2016,68398,17043.0,1870.0,0.0,13.0,24.917395245475014,Sedang
BANDUNG WETAN,2023,28212,6667.0,1328.0,21.0,18.0,23.6317878916773,Rendah
BANDUNG KULON,2023,132971,39858.0,3564.0,57.0,26.0,29.974956945499393,Tinggi
SUKASARI,2016,72150,18457.0,1909.0,0.0,23.0,25.58142758142758,Sedang
BATUNUNGGAL,2016,113112,30869.0,846.0,0.0,16.0,27.290649975245774,Tinggi
BANDUNG KULON,2016,127554,38993.0,65.0,0.0,27.0,30.5697978895213,Tinggi
BANDUNG KIDUL,2022,59617,15479.0,1746.0,15.0,10.0,25.964070650988813,Sedang
PANYILEUKAN,2017,37089,10032.0,575.0,0.0,8.0,27.048451023214433,Tinggi
ANTAPANI,2016,77530,17477.0,2625.0,0.0,12.0,22.542241712885335,Rendah
BATUNUNGGAL,2021,126355,30356.0,1785.0,38.0,15.0,24.02437576668909,Sedang
BANDUNG KIDUL,2023,64135,15103.0,1049.0,26.0,9.0,23.548764325251422,Rendah
BUAHBATU,2016,99192,23100.0,4029.0,0.0,12.0,23.288168400677474,Rendah
SUKASARI,2017,73122,20528.0,1930.0,0.0,19.0,28.073630371160522,Tinggi
ANTAPANI,2023,83813,19839.0,1638.0,40.0,15.0,23.6705523009557,Rendah
REGOL,2024,82551,17811.0,1317.0,45.0,23.0,21.57575317076716,Rendah
SUMUR BANDUNG,2024,40686,10031.0,489.0,17.0,13.0,24.654672368873815,Sedang
CIBIRU,2025,83403,21762.0,893.0,49.0,15.0,26.0925865976044,Sedang
CICENDO,2017,97136,22553.0,4772.0,0.0,27.0,23.217962444407842,Rendah
GEDEBAGE,2020,38916,10810.0,587.0,0.0,6.0,27.77777777777778,Tinggi
ASTANAANYAR,2020,77052,17461.0,2040.0,0.0,17.0,22.661319628302966,Rendah
BUAHBATU,2019,104527,27599.0,2865.0,13.0,13.0,26.403704306064462,Sedang
ARCAMANIK,2025,83069,19646.0,1121.0,56.0,19.0,23.650218493059985,Rendah
REGOL,2017,79888,18961.0,2449.0,0.0,23.0,23.73447826957741,Rendah
RANCASARI,2023,87186,23351.0,2291.0,40.0,8.0,26.78296974284862,Sedang
REGOL,2024,81853,20253.0,1476.0,42.0,20.0,24.743137087217328,Sedang
CIBIRU,2015,66751,18393.0,2978.0,0.0,12.0,27.554643376129196,Tinggi
SUKAJADI,2017,101790,26842.0,1774.0,0.0,23.0,26.369977404460165,Sedang
BOJONGLOA KALER,2015,116286,31546.0,1261.0,0.0,11.0,27.127943174586793,Tinggi
BANDUNG KULON,2024,137911,41943.0,4300.0,52.0,26.0,30.413092501685867,Tinggi
ARCAMANIK,2017,72486,18528.0,2925.0,0.0,15.0,25.5607979471898,Sedang
BOJONGLOA KALER,2022,130144,33343.0,784.0,26.0,12.0,25.620082370297514,Sedang
BOJONGLOA KIDUL,2016,87176,23595.0,972.0,0.0,12.0,27.065935578599614,Tinggi
ANTAPANI,2016,73873,17650.0,2206.0,0.0,12.0,23.892355799818606,Rendah
BOJONGLOA KIDUL,2021,85331,23457.0,1037.0,26.0,15.0,27.48942353892489,Tinggi
CIBEUNYING KALER,2021,67666,16950.0,1317.0,37.0,9.0,25.0495078769249,Sedang
CIBIRU,2018,67851,21091.0,2433.0,7.0,12.0,31.08428763024863,Tinggi
UJUNG BERUNG,2018,82762,24982.0,1695.0,6.0,7.0,30.185350764843772,Tinggi
BABAKAN CIPARAY,2017,134952,40196.0,3617.0,0.0,20.0,29.785405181101428,Tinggi
BOJONGLOA KALER,2016,122324,32214.0,1323.0,0.0,10.0,26.334979235473003,Sedang
CICENDO,2023,99444,21942.0,4327.0,42.0,27.0,22.06467961867986,Rendah
BANDUNG KULON,2017,126137,41025.0,609.0,1.0,30.0,32.52416023847087,Tinggi
BABAKAN CIPARAY,2024,153357,40371.0,3022.0,45.0,18.0,26.324849860130286,Sedang
GEDEBAGE,2018,40003,11360.0,904.0,3.0,6.0,28.39787015973802,Tinggi
CICENDO,2023,95983,22305.0,4041.0,41.0,25.0,23.238490149297274,Rendah
CINAMBO,2025,25917,7016.0,151.0,21.0,3.0,27.071034456148475,Tinggi
RANCASARI,2016,77848,19920.0,1564.0,0.0,6.0,25.588325968554106,Sedang
ARCAMANIK,2019,76598,20095.0,2691.0,13.0,19.0,26.234366432543933,Sedang
ANTAPANI,2025,81077,22867.0,1100.0,54.0,15.0,28.20405293733118,Tinggi
KIARACONDONG,2021,132327,37710.0,2385.0,51.0,15.0,28.497585526763245,Tinggi
MANDALAJATI,2017,66161,19986.0,1537.0,0.0,12.0,30.20812865585466,Tinggi
BANDUNG WETAN,2025,28218,7124.0,585.0,23.0,15.0,25.246296690055992,Sedang
BANDUNG KIDUL,2018,57009,15678.0,1481.0,0.0,10.0,27.500920907225172,Tinggi
CIBEUNYING KIDUL,2025,112880,27793.0,3501.0,56.0,17.0,24.621722182849044,Sedang
REGOL,2020,82102,20857.0,1915.0,0.0,21.0,25.403766047112132,Sedang
CICENDO,2024,96836,24641.0,4023.0,46.0,28.0,25.44611508116816,Sedang
CIBIRU,2020,71292,19280.0,1431.0,0.0,15.0,27.04370756887168,Tinggi
CIBIRU,2023,75558,22715.0,4499.0,52.0,16.0,30.062997961830646,Tinggi
UJUNG BERUNG,2019,88992,24258.0,1909.0,13.0,7.0,27.258629989212512,Tinggi
BUAHBATU,2023,105245,28366.0,3626.0,55.0,13.0,26.952349280250843,Sedang
BABAKAN CIPARAY,2021,137887,41597.0,3586.0,43.0,18.0,30.16745596031533,Tinggi
ANTAPANI,2020,82370,20317.0,1509.0,0.0,15.0,24.66553356804662,Sedang
CIDADAP,2017,52929,12988.0,779.0,2.0,13.0,24.538532751421716,Sedang
CIBIRU,2021,71570,22570.0,1400.0,48.0,15.0,31.53555959200782,Tinggi
LENGKONG,2017,70815,17656.0,2545.0,0.0,23.0,24.932570783026193,Sedang
GEDEBAGE,2016,38768,12611.0,1069.0,0.0,5.0,32.5294056954189,Tinggi
CICENDO,2017,96364,23079.0,4819.0,0.0,24.0,23.94981528371591,Rendah
UJUNG BERUNG,2020,84206,23920.0,1549.0,0.0,7.0,28.40652685081823,Tinggi
ASTANAANYAR,2023,76346,19113.0,3852.0,22.0,15.0,25.034710397401305,Sedang
BANDUNG KIDUL,2015,58931,14628.0,1728.0,0.0,9.0,24.822249749707286,Sedang
ASTANAANYAR,2018,74799,19518.0,2998.0,4.0,16.0,26.09393173705531,Sedang
BOJONGLOA KIDUL,2015,82433,22479.0,903.0,0.0,13.0,27.26941880072301,Tinggi
BANDUNG KIDUL,2025,66039,15259.0,772.0,29.0,9.0,23.106043398597798,Rendah
ASTANAANYAR,2016,70913,19959.0,2947.0,0.0,15.0,28.145756067293725,Tinggi
GEDEBAGE,2021,42701,11546.0,606.0,31.0,7.0,27.03917941031826,Tinggi
COBLONG,2021,110720,31393.0,2519.0,53.0,23.0,28.353504335260116,Tinggi
CIBIRU,2024,80619,22838.0,847.0,50.0,15.0,28.32830970366787,Tinggi
BANDUNG WETAN,2015,29231,6398.0,1399.0,0.0,17.0,21.887721939037323,Rendah
BATUNUNGGAL,2019,115124,30391.0,1541.0,9.0,15.0,26.39849206073451,Sedang
BUAHBATU,2023,105402,26763.0,3455.0,45.0,13.0,25.391358797745774,Sedang
BOJONGLOA KALER,2022,130100,36686.0,666.0,30.0,10.0,28.198308993082243,Tinggi
BATUNUNGGAL,2016,115226,31108.0,805.0,0.0,15.0,26.997379063752973,Sedang
BUAHBATU,2024,110153,28192.0,672.0,44.0,13.0,25.59349268744383,Sedang
BABAKAN CIPARAY,2016,131365,38038.0,3847.0,0.0,20.0,28.955962394854033,Tinggi
BANDUNG KULON,2019,132078,41717.0,1641.0,18.0,28.0,31.585123941913114,Tinggi
RANCASARI,2022,88591,21697.0,1722.0,39.0,8.0,24.491201137813096,Sedang
MANDALAJATI,2021,72996,21027.0,1247.0,43.0,14.0,28.805687982903173,Tinggi
CIBIRU,2024,80637,23766.0,929.0,53.0,15.0,29.472822649652148,Tinggi
ANDIR,2019,104013,25784.0,2964.0,12.0,24.0,24.789209041177546,Sedang
GEDEBAGE,2018,39308,10847.0,1037.0,3.0,6.0,27.59489162511448,Tinggi
BUAHBATU,2019,97888,25124.0,3156.0,13.0,12.0,25.666067342268718,Sedang
BATUNUNGGAL,2025,119024,30771.0,2631.0,38.0,15.0,25.852769189407176,Sedang
COBLONG,2024,112360,27503.0,2811.0,59.0,20.0,24.477572089711643,Sedang
BANDUNG KULON,2024,142079,38386.0,3803.0,54.0,26.0,27.017363579417086,Tinggi
REGOL,2023,77706,18134.0,2859.0,48.0,23.0,23.336679278305407,Rendah
RANCASARI,2021,88477,24307.0,905.0,44.0,8.0,27.472676514800458,Tinggi
CINAMBO,2023,26244,7415.0,379.0,18.0,2.0,28.25407712238988,Tinggi
ARCAMANIK,2016,70462,18019.0,3086.0,0.0,15.0,25.572649087451392,Sedang
CINAMBO,2021,24609,7076.0,590.0,18.0,1.0,28.753707993010686,Tinggi
BOJONGLOA KALER,2015,125567,32088.0,1239.0,0.0,10.0,25.554484856690053,Sedang
CIBEUNYING KIDUL,2024,111180,27062.0,3582.0,63.0,16.0,24.340708760568447,Sedang
CIDADAP,2023,52895,13807.0,1847.0,23.0,14.0,26.102656205690515,Sedang
ARCAMANIK,2020,78239,19995.0,1907.0,0.0,18.0,25.556308235023455,Sedang
BANDUNG KULON,2019,128011,41394.0,1490.0,19.0,25.0,32.33628360062807,Tinggi
SUMUR BANDUNG,2015,34010,6198.0,1524.0,0.0,14.0,18.224051749485444,Rendah
PANYILEUKAN,2024,43308,11528.0,585.0,30.0,8.0,26.6186385887134,Sedang
ANDIR,2025,97413,26220.0,1521.0,35.0,25.0,26.916325336454065,Sedang
COBLONG,2016,113166,28199.0,3289.0,0.0,20.0,24.918261668699078,Sedang
SUMUR BANDUNG,2023,41244,9569.0,649.0,18.0,14.0,23.20095044127631,Rendah
BOJONGLOA KIDUL,2024,86322,24126.0,733.0,29.0,14.0,27.948842705219988,Tinggi
UJUNG BERUNG,2017,86471,24537.0,1777.0,0.0,6.0,28.375987325230422,Tinggi
BOJONGLOA KALER,2021,129424,36257.0,1267.0,33.0,11.0,28.014124119174188,Tinggi
BANDUNG KULON,2018,125749,37672.0,1066.0,8.0,25.0,29.958091118020818,Tinggi
ARCAMANIK,2015,70693,17021.0,3536.0,0.0,14.0,24.077348535215652,Sedang
LENGKONG,2023,68334,18979.0,1546.0,41.0,21.0,27.77387537682559,Tinggi
ANDIR,2017,99428,25419.0,3479.0,0.0,23.0,25.56523313352376,Sedang
GEDEBAGE,2024,44581,11098.0,355.0,30.0,7.0,24.894013144613176,Sedang
SUMUR BANDUNG,2017,35086,7019.0,1213.0,0.0,13.0,20.005130251382315,Rendah
ANTAPANI,2018,78282,18858.0,2225.0,0.0,13.0,24.089829079481873,Sedang
CIBEUNYING KIDUL,2023,114682,30530.0,2864.0,67.0,15.0,26.621440156258174,Sedang
UJUNG BERUNG,2015,81800,23931.0,1640.0,0.0,5.0,29.255501222493884,Tinggi
BOJONGLOA KIDUL,2019,89889,25526.0,1135.0,6.0,14.0,28.397245491661938,Tinggi
BOJONGLOA KALER,2022,122917,36391.0,788.0,26.0,13.0,29.606157000252203,Tinggi
KIARACONDONG,2015,132292,33194.0,884.0,0.0,13.0,25.091464336467812,Sedang
BANDUNG KIDUL,2017,59506,16524.0,1460.0,0.0,10.0,27.76862837360938,Tinggi
MANDALAJATI,2015,62160,19298.0,1710.0,0.0,13.0,31.04568854568854,Tinggi
CINAMBO,2024,26593,7232.0,155.0,21.0,1.0,27.195126537058623,Tinggi
REGOL,2019,75564,18745.0,2346.0,10.0,22.0,24.806786300354666,Sedang
CINAMBO,2017,22960,6244.0,1093.0,0.0,1.0,27.195121951219512,Tinggi
BANDUNG KIDUL,2023,64280,16028.0,1142.0,31.0,10.0,24.934660858742998,Sedang
CIDADAP,2019,52118,13893.0,1159.0,8.0,16.0,26.65681722245673,Sedang
ASTANAANYAR,2017,71397,20667.0,3049.0,1.0,14.0,28.946594394722467,Tinggi
CICENDO,2023,98210,24900.0,4074.0,41.0,28.0,25.353833621830766,Sedang
SUMUR BANDUNG,2025,40857,10146.0,498.0,16.0,12.0,24.832953961377488,Sedang
ASTANAANYAR,2023,72263,19270.0,3997.0,22.0,15.0,26.66648215545992,Sedang
BANDUNG KIDUL,2023,64822,16452.0,1025.0,29.0,9.0,25.380272129832466,Sedang
CINAMBO,2015,24434,6767.0,1244.0,0.0,1.0,27.695015142833757,Tinggi
BOJONGLOA KALER,2021,126702,33312.0,1214.0,35.0,12.0,26.291613392053797,Sedang
CIBEUNYING KIDUL,2020,112883,30473.0,2074.0,0.0,15.0,26.995207427159094,Sedang
CINAMBO,2019,24324,7154.0,777.0,3.0,2.0,29.411281039302743,Tinggi
RANCASARI,2018,84206,22132.0,1360.0,6.0,7.0,26.2831627199962,Sedang
RANCASARI,2025,88317,23140.0,565.0,39.0,9.0,26.201071141456346,Sedang
ARCAMANIK,2024,84517,21200.0,1099.0,56.0,19.0,25.083710969390772,Sedang
SUKAJADI,2022,107118,27741.0,3755.0,26.0,21.0,25.89760824511287,Sedang
SUKAJADI,2016,99504,25652.0,1989.0,0.0,25.0,25.77986814600418,Sedang
MANDALAJATI,2021,71022,21073.0,1106.0,33.0,13.0,29.671087831939396,Tinggi
BANDUNG WETAN,2021,27433,6786.0,870.0,17.0,17.0,24.736631064776,Sedang
LENGKONG,2025,71602,17097.0,1123.0,43.0,24.0,23.87782464176978,Rendah
ASTANAANYAR,2023,71406,18243.0,3709.0,23.0,16.0,25.548273254348373,Sedang
BANDUNG WETAN,2024,29985,6246.0,574.0,27.0,17.0,20.830415207603803,Rendah
ANTAPANI,2023,77867,19612.0,1397.0,43.0,16.0,25.186536016541023,Sedang
LENGKONG,2015,72344,15961.0,2586.0,0.0,19.0,22.062645139887206,Rendah
SUMUR BANDUNG,2017,34758,7763.0,1231.0,0.0,14.0,22.33442660682433,Rendah
ANDIR,2019,100805,28535.0,2754.0,11.0,22.0,28.30712762263777,Tinggi
KIARACONDONG,2018,124497,37945.0,1581.0,6.0,15.0,30.47864607179289,Tinggi
BOJONGLOA KIDUL,2020,85332,25083.0,1027.0,0.0,14.0,29.394599915623683,Tinggi
CIBEUNYING KALER,2020,66810,17614.0,1146.0,0.0,9.0,26.36431671905403,Sedang
CICENDO,2019,99501,24756.0,4874.0,11.0,29.0,24.880151958271775,Sedang
BOJONGLOA KIDUL,2023,85962,24376.0,3433.0,28.0,13.0,28.356715758125684,Tinggi
COBLONG,2021,119374,30193.0,2866.0,58.0,23.0,25.292777321694842,Sedang
ARCAMANIK,2023,84483,21437.0,3058.0,44.0,22.0,25.374335665163407,Sedang
CIDADAP,2025,55316,13428.0,1913.0,28.0,15.0,24.275074119603733,Sedang
PANYILEUKAN,2022,39907,11249.0,774.0,25.0,9.0,28.188037186458516,Tinggi
CIBEUNYING KIDUL,2022,115019,30217.0,4385.0,60.0,14.0,26.271311696328432,Sedang
